ID,User-ID,Book-ID,Book-Rating,Age,Location,Book-Title,Book-Author,Year-Of-Publication,Publisher
TRAIN_012758,USER_01505,BOOK_184795,0,33,"urbana, illinois, usa",The Raphael Affair (Prime Crime Mysteries),Iain Pears,1998,Prime Crime
TRAIN_012759,USER_01506,BOOK_003335,0,57,"carrollton, kentucky, usa",Every Man a Tiger (Commander's),Tom Clancy,1999,Penguin Putnam
TRAIN_012760,USER_01506,BOOK_004866,0,57,"carrollton, kentucky, usa",The Voice on the Radio (Laurel Leaf Books),Caroline B. Cooney,1998,Laurel-Leaf Books
TRAIN_012761,USER_01506,BOOK_005301,0,57,"carrollton, kentucky, usa","Ten Tales Tall &amp; True: Social Realism, Sexual Comedy, Science Fiction, and Satire",Alasdair Gray,1994,Harcourt
TRAIN_012762,USER_01506,BOOK_006105,0,57,"carrollton, kentucky, usa",We'll Meet Again,Mary Higgins Clark,2000,Pocket
TRAIN_012763,USER_01506,BOOK_007927,0,57,"carrollton, kentucky, usa",Red Lightning,Hugh Holton,1999,Tor Books
TRAIN_012764,USER_01506,BOOK_013401,10,57,"carrollton, kentucky, usa",Anna Karenina (Oprah's Book Club),Leo Tolstoy,2004,Penguin Books
TRAIN_012765,USER_01506,BOOK_019286,10,57,"carrollton, kentucky, usa",Grave Accusations,Andrea Egger,2004,St. Martin's True Crime
TRAIN_012766,USER_01506,BOOK_021310,0,57,"carrollton, kentucky, usa",The Things We Do to Make It Home : A Novel (Ballantine Reader's Circle),BEVERLY GOLOGORSKY,2000,Ballantine Books
TRAIN_012767,USER_01506,BOOK_021643,8,57,"carrollton, kentucky, usa",In Dark Water: A Novel (Ballantine Reader's Circle),Mermer Blakeslee,1999,Ballantine Books
TRAIN_012768,USER_01506,BOOK_022897,0,57,"carrollton, kentucky, usa",When Zachary Beaver Came to Town,KIMBERLY WILLIS HOLT,2001,Yearling
TRAIN_012769,USER_01506,BOOK_023155,0,57,"carrollton, kentucky, usa",Bedlam Burning,Geoff Nicholson,2002,Overlook Press
TRAIN_012770,USER_01506,BOOK_023910,0,57,"carrollton, kentucky, usa",The Woman Next Door,Barbara Delinsky,2002,Pocket
TRAIN_012771,USER_01506,BOOK_024032,0,57,"carrollton, kentucky, usa",The Ragwitch,Garth Nix,2004,Eos
TRAIN_012772,USER_01506,BOOK_024186,0,57,"carrollton, kentucky, usa",Cold Fear,Rick Mofina,2001,Pinnacle Books
TRAIN_012773,USER_01506,BOOK_024489,0,57,"carrollton, kentucky, usa",The Perfect Wife,Jane Goodger,2000,Signet Book
TRAIN_012774,USER_01506,BOOK_028506,0,57,"carrollton, kentucky, usa",Lightkeeper,Susan Wiggs,1997,Mira
TRAIN_012775,USER_01506,BOOK_033110,0,57,"carrollton, kentucky, usa",Dead Simple,Jon Land,1999,Tor Books (Mm)
TRAIN_012776,USER_01506,BOOK_033914,0,57,"carrollton, kentucky, usa",A Wizard in a Feud,Christopher Stasheff,2002,Tor Books
TRAIN_012777,USER_01506,BOOK_035262,0,57,"carrollton, kentucky, usa",World Order,Andrew Goliszek,1999,Tor Books (Mm)
TRAIN_012778,USER_01506,BOOK_038665,0,57,"carrollton, kentucky, usa","Saving Milly: Love, Politics, and Parkinson's Disease (Ballantine Reader's Circle)",Morton Kondracke,2002,Ballantine Books
TRAIN_012779,USER_01506,BOOK_040071,0,57,"carrollton, kentucky, usa",After the Parade,Dorothy Garlock,2000,Warner Books
TRAIN_012780,USER_01506,BOOK_040298,10,57,"carrollton, kentucky, usa",The Lake House,James Patterson,2004,Warner Books
TRAIN_012781,USER_01506,BOOK_046753,0,57,"carrollton, kentucky, usa",Rope: The Twisted Life and Crimes of Harvey Glatman,Michael Newton,1998,Pocket
TRAIN_012782,USER_01506,BOOK_049139,0,57,"carrollton, kentucky, usa",Budding Prospects: A Pastoral (Contemporary American Fiction),T. Coraghessan Boyle,1990,Penguin Books
TRAIN_012783,USER_01506,BOOK_052014,0,57,"carrollton, kentucky, usa",Blood Highway,Sheila Johnson,2004,Pinnacle Books
TRAIN_012784,USER_01506,BOOK_053667,0,57,"carrollton, kentucky, usa",Before I Say Good-Bye,Mary Higgins Clark,2001,Pocket
TRAIN_012785,USER_01506,BOOK_054533,0,57,"carrollton, kentucky, usa",Broken Wings (Broken Wings),V.C. Andrews,2003,Pocket Star
TRAIN_012786,USER_01506,BOOK_054865,0,57,"carrollton, kentucky, usa",A Father's Rage (St. Martin's True Crime Library),Don Davis,1997,St. Martin's Press
TRAIN_012787,USER_01506,BOOK_056310,10,57,"carrollton, kentucky, usa",Hell at the Breech : A Novel,Tom Franklin,2003,Perennial
TRAIN_012788,USER_01506,BOOK_060305,0,57,"carrollton, kentucky, usa",I'll Be Seeing You,Mary Higgins Clark,1994,Pocket
TRAIN_012789,USER_01506,BOOK_062479,0,57,"carrollton, kentucky, usa",Violent Crimes,Hugh Holton,1998,Tor Books (Mm)
TRAIN_012790,USER_01506,BOOK_062564,0,57,"carrollton, kentucky, usa",One Hundred Years of Solitude (Oprah's Book Club),Gabriel Garcia Marquez,2004,Perennial
TRAIN_012791,USER_01506,BOOK_062815,10,57,"carrollton, kentucky, usa",Four Past Midnight,Stephen King,2004,Signet Book
TRAIN_012792,USER_01506,BOOK_063677,0,57,"carrollton, kentucky, usa",What Dreams May Come : A Novel,Richard Matheson,1998,Tor Books
TRAIN_012793,USER_01506,BOOK_067018,10,57,"carrollton, kentucky, usa",Bloodtide,Melvin Burgess,2002,Tor Books
TRAIN_012794,USER_01506,BOOK_070672,0,57,"carrollton, kentucky, usa",The Handyman (Ballantine's Reader's Circle),Carolyn See,2000,Ballantine Books
TRAIN_012795,USER_01506,BOOK_070842,0,57,"carrollton, kentucky, usa",The Education of Little Tree (A Zia Book),Forrest Carter,1986,University of New Mexico Press
TRAIN_012796,USER_01506,BOOK_074663,0,57,"carrollton, kentucky, usa",Carnage,Andrew Billings,1999,Jove Books
TRAIN_012797,USER_01506,BOOK_080991,10,57,"carrollton, kentucky, usa",Edgar Allan Poe: Complete Poems (Library of Classic Poets),Edgar Allan Poe,2001,Gramercy Books
TRAIN_012798,USER_01506,BOOK_080995,0,57,"carrollton, kentucky, usa",The Last Girls (Ballantine Reader's Circle),LEE SMITH,2003,Ballantine Books
TRAIN_012799,USER_01506,BOOK_081292,0,57,"carrollton, kentucky, usa",Montenegro: A Novel,Starling Lawrence,1998,Berkley Publishing Group
TRAIN_012800,USER_01506,BOOK_085265,0,57,"carrollton, kentucky, usa",Heart Song (Logan),V.C. Andrews,1997,Pocket
TRAIN_012801,USER_01506,BOOK_085333,0,57,"carrollton, kentucky, usa",Slammerkin,Emma Donoghue,2002,Harvest Books
TRAIN_012802,USER_01506,BOOK_086710,0,57,"carrollton, kentucky, usa",Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks
TRAIN_012803,USER_01506,BOOK_089045,0,57,"carrollton, kentucky, usa",A Darkness More Than Night,Michael Connelly,2002,Warner Vision
TRAIN_012804,USER_01506,BOOK_092237,0,57,"carrollton, kentucky, usa",Cracker: To Say I Love You (Cracker (Paperback)),Molly Brown,1996,St. Martin's Press
TRAIN_012805,USER_01506,BOOK_097861,0,57,"carrollton, kentucky, usa",Wild Animus,Rich Shapero,2004,Too Far
TRAIN_012806,USER_01506,BOOK_098802,8,57,"carrollton, kentucky, usa",Fix-It and Forget-It Cookbook: Feasting With Your Slow Cooker,Dawn J. Ranck,2001,Good Books
TRAIN_012807,USER_01506,BOOK_100298,8,57,"carrollton, kentucky, usa",In the Family Way: A Novel,Tommy Hays,1999,Random House Inc
TRAIN_012808,USER_01506,BOOK_100438,0,57,"carrollton, kentucky, usa",No More Shacks!: The Daring Vision of Habitat for Humanity,Millard Fuller,1986,Thomas Nelson Inc
TRAIN_012809,USER_01506,BOOK_102220,0,57,"carrollton, kentucky, usa",Life of Pi,Yann Martel,2003,Harvest Books
TRAIN_012810,USER_01506,BOOK_104782,0,57,"carrollton, kentucky, usa","Mistress of Dragons (The Dragonvald, Book 1)",Margaret Weis,2004,Tor Fantasy
TRAIN_012811,USER_01506,BOOK_104824,0,57,"carrollton, kentucky, usa",Donor,Charles Wilson,1999,St. Martin's Press
TRAIN_012812,USER_01506,BOOK_106582,0,57,"carrollton, kentucky, usa",More Than Friends,Barbara Delinsky,1993,HarperTorch
TRAIN_012813,USER_01506,BOOK_107970,0,57,"carrollton, kentucky, usa",Mrs. Mike,Benedict Freedman,2002,Berkley Publishing Group
TRAIN_012814,USER_01506,BOOK_108513,10,57,"carrollton, kentucky, usa",Holes,LOUIS SACHAR,2003,Yearling
TRAIN_012815,USER_01506,BOOK_110994,0,57,"carrollton, kentucky, usa",Duplicity,Vicki Hinze,1999,St. Martin's Press
TRAIN_012816,USER_01506,BOOK_112850,0,57,"carrollton, kentucky, usa","Speaks the Nightbird, Volume I : Judgment of the Witch",Robert McCammon,2003,Pocket Books
TRAIN_012817,USER_01506,BOOK_114005,0,57,"carrollton, kentucky, usa",I Love You Like a Tomato,Marie Giordano,2004,Forge
TRAIN_012818,USER_01506,BOOK_117074,0,57,"carrollton, kentucky, usa",A Comedy of Heirs,Bunkie Lynn,2002,Ladybug Pub Llc
TRAIN_012819,USER_01506,BOOK_123364,0,57,"carrollton, kentucky, usa",In the Best of Families : The Anatomy of a True Tragedy,Dennis McDougal,1996,Warner Books
TRAIN_012820,USER_01506,BOOK_126683,0,57,"carrollton, kentucky, usa",The Flamingo Rising (Ballantine Reader's Circle),Larry Baker,1998,Ballantine Books
TRAIN_012821,USER_01506,BOOK_127670,0,57,"carrollton, kentucky, usa",The Vision of Emma Blau : A Novel,Ursula Hegi,2001,Touchstone
TRAIN_012822,USER_01506,BOOK_130139,0,57,"carrollton, kentucky, usa",Unfinished Symphony (Logan),V.C. Andrews,1997,Pocket
TRAIN_012823,USER_01506,BOOK_136409,0,57,"carrollton, kentucky, usa",Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books
TRAIN_012824,USER_01506,BOOK_136630,0,57,"carrollton, kentucky, usa","River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company
TRAIN_012825,USER_01506,BOOK_138928,0,57,"carrollton, kentucky, usa",01-01-00: The Novel of the Millennium,R. J. Pineiro,1999,Tor Books (Mm)
TRAIN_012826,USER_01506,BOOK_141420,0,57,"carrollton, kentucky, usa",The Other Daughter,LISA GARDNER,1999,Bantam
TRAIN_012827,USER_01506,BOOK_143062,0,57,"carrollton, kentucky, usa",No Great Mischief,Alistair MacLeod,2000,W.W. Norton &amp; Company
TRAIN_012828,USER_01506,BOOK_143740,0,57,"carrollton, kentucky, usa",Tennessee: Off the Beaten Path/a Guide to Unique Places (Off the Beaten Path Tennessee),Tim O'Brien,1993,Globe Pequot Pr
TRAIN_012829,USER_01506,BOOK_144482,0,57,"carrollton, kentucky, usa",A Man's Game,Newton Thornburg,1997,Tor Books (Mm)
TRAIN_012830,USER_01506,BOOK_145759,6,57,"carrollton, kentucky, usa","The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America",Erik Larson,2004,Vintage
TRAIN_012831,USER_01506,BOOK_154608,0,57,"carrollton, kentucky, usa",Manhattan Hunt Club,JOHN SAUL,2002,Ballantine Books
TRAIN_012832,USER_01506,BOOK_163380,0,57,"carrollton, kentucky, usa",The Crepes of Wrath (Pennsylvania Dutch Mysteries with Recipes (Paperback)),Tamar Myers,2002,Signet Book
TRAIN_012833,USER_01506,BOOK_166754,0,57,"carrollton, kentucky, usa",Once,James Herbert,2003,Tor Books
TRAIN_012834,USER_01506,BOOK_169115,0,57,"carrollton, kentucky, usa",Slave Master (Pinnacle True Crime),Sue Wiltz,2004,Pinnacle Books
TRAIN_012835,USER_01506,BOOK_170438,0,57,"carrollton, kentucky, usa",Going to Extremes,Joe McGinniss,1989,Plume Books
TRAIN_012836,USER_01506,BOOK_171242,0,57,"carrollton, kentucky, usa",Black for Remembrance,Carlene Thompson,2002,St. Martin's Paperbacks
TRAIN_012837,USER_01506,BOOK_172027,0,57,"carrollton, kentucky, usa",Sporty Creek,James Still,1999,University Press of Kentucky
TRAIN_012838,USER_01506,BOOK_173752,7,57,"carrollton, kentucky, usa",Special Words,JOYCE LANDORF HEATHERLEY,1996,Ballantine Books
TRAIN_012839,USER_01506,BOOK_174262,0,57,"carrollton, kentucky, usa",Beach Party,R. L. Stine,1995,Scholastic
TRAIN_012840,USER_01506,BOOK_174738,0,57,"carrollton, kentucky, usa",All Fall Down,Erica Spindler,2002,Mira
TRAIN_012841,USER_01506,BOOK_177681,0,57,"carrollton, kentucky, usa",Edgewater,April Christofferson,1998,Tor Books (Mm)
TRAIN_012842,USER_01506,BOOK_178550,0,57,"carrollton, kentucky, usa",Married to Murder,Robert Scott,2004,Pinnacle Books
TRAIN_012843,USER_01506,BOOK_178555,10,57,"carrollton, kentucky, usa",Deadly Medicine,Dan Reed,1989,St. Martin's Press
TRAIN_012844,USER_01506,BOOK_180364,0,57,"carrollton, kentucky, usa",Stillwatch,MARY HIGGINS CLARK,1986,Dell
TRAIN_012845,USER_01506,BOOK_181689,0,57,"carrollton, kentucky, usa",The top of the hill,Irwin Shaw,1979,Delacorte Press
TRAIN_012846,USER_01506,BOOK_182583,0,57,"carrollton, kentucky, usa",The Right Hand of Evil,John Saul,2000,Ballantine Books
TRAIN_012847,USER_01506,BOOK_187040,0,57,"carrollton, kentucky, usa",Where Are the Children?,Mary Higgins Clark,1992,Pocket
TRAIN_012848,USER_01506,BOOK_187177,0,57,"carrollton, kentucky, usa",Second Nature,Alice Hoffman,1994,Putnam Pub Group
TRAIN_012849,USER_01506,BOOK_187397,0,57,"carrollton, kentucky, usa",Music in the Night (Logan),V.C. Andrews,1998,Pocket
TRAIN_012850,USER_01506,BOOK_189119,0,57,"carrollton, kentucky, usa",Summer Pleasures,Nora Roberts,2002,Silhouette
TRAIN_012851,USER_01506,BOOK_191299,0,57,"carrollton, kentucky, usa",The Baby-sitter 3,R. L. Stine,1995,Scholastic
TRAIN_012852,USER_01506,BOOK_191445,0,57,"carrollton, kentucky, usa",Four Spirits,Sena Jeter Naslund,2003,William Morrow
TRAIN_012853,USER_01506,BOOK_191629,0,57,"carrollton, kentucky, usa",To Die in Provence,Norman Bogner,1999,Tor Books (Mm)
TRAIN_012854,USER_01506,BOOK_196286,0,57,"carrollton, kentucky, usa",Timeline,MICHAEL CRICHTON,2000,Ballantine Books
TRAIN_012855,USER_01506,BOOK_198919,0,57,"carrollton, kentucky, usa",Bestial : The Savage Trail of a True American Monster,Harold Schechter,2004,Pocket Star
TRAIN_012856,USER_01506,BOOK_199880,0,57,"carrollton, kentucky, usa",Future Indefinite: Round Three of the Great Game,Dave Duncan,1998,Harper Mass Market Paperbacks (Mm)
TRAIN_012857,USER_01506,BOOK_200225,0,57,"carrollton, kentucky, usa",China Bride,Henry Luk,1999,Tor Books (Mm)
TRAIN_012858,USER_01506,BOOK_200962,0,57,"carrollton, kentucky, usa",Passing Judgment (Passing Judgment),Keith Ferrell,1998,Tor Books (Mm)
TRAIN_012859,USER_01506,BOOK_202307,0,57,"carrollton, kentucky, usa",P Is for Peril,Sue Grafton,2002,Ballantine Books
TRAIN_012860,USER_01506,BOOK_203202,0,57,"carrollton, kentucky, usa",Innocence Lost,Carlton Stowers,2004,St. Martin's Paperbacks
TRAIN_012861,USER_01506,BOOK_208866,0,57,"carrollton, kentucky, usa",The Hunt for Bin Laden,ROBIN MOORE,2003,Ballantine Books
TRAIN_012862,USER_01506,BOOK_210877,10,57,"carrollton, kentucky, usa",The Tightwad Gazette II: Promoting Thrift As a Viable Alternative Lifestyle,Amy Dacyczyn,1995,Random House Inc
TRAIN_012863,USER_01506,BOOK_215934,0,57,"carrollton, kentucky, usa",The Sum of All Fears,Tom Clancy,2002,Berkley Publishing Group
TRAIN_012864,USER_01506,BOOK_218930,0,57,"carrollton, kentucky, usa",Double Espresso,Anthony Bruno,1999,Tor Books (Mm)
TRAIN_012865,USER_01506,BOOK_220936,0,57,"carrollton, kentucky, usa",Mosaic,John R. Maxim,2000,Avon
TRAIN_012866,USER_01506,BOOK_222793,5,57,"carrollton, kentucky, usa",Out Of The Dark,Sharon Sala,2003,Mira
TRAIN_012867,USER_01506,BOOK_223797,0,57,"carrollton, kentucky, usa",Off the Beaten Path: Stories of Place,Joseph Barbato,1999,Farrar Straus &amp; Giroux
TRAIN_012868,USER_01506,BOOK_224528,0,57,"carrollton, kentucky, usa",Tall Woman,Wilma Dykeman,1982,Wakestone Books
TRAIN_012869,USER_01506,BOOK_226531,0,57,"carrollton, kentucky, usa",That's True of Everybody,Mark Winegardner,2002,Harcourt
TRAIN_012870,USER_01506,BOOK_227273,0,57,"carrollton, kentucky, usa","I, Tituba, Black Witch of Salem",Maryse Conde,1994,Ballantine Books
TRAIN_012871,USER_01506,BOOK_228349,0,57,"carrollton, kentucky, usa",Out of Control,Gordon G. Liddy,1991,St. Martin's Press
TRAIN_012872,USER_01506,BOOK_230849,0,57,"carrollton, kentucky, usa",The Bone Garden,William P. Wood,2004,I Books
TRAIN_012873,USER_01506,BOOK_234608,0,57,"carrollton, kentucky, usa",The Blue Valleys: A Collection of Stories,Robert Morgan,1989,Peachtree Publishers
TRAIN_012874,USER_01506,BOOK_235009,0,57,"carrollton, kentucky, usa",You Belong to Me and Other True Cases (Ann Rule's Crime Files: Vol. 2),Ann Rule,1994,Pocket
TRAIN_012875,USER_01506,BOOK_236182,0,57,"carrollton, kentucky, usa",Resurrection Club,Christopher Wallace,2000,Flamingo
TRAIN_012876,USER_01506,BOOK_238326,0,57,"carrollton, kentucky, usa",Without Pity : Ann Rule's Most Dangerous Killers,Ann Rule,2003,Pocket
TRAIN_012877,USER_01506,BOOK_239825,8,57,"carrollton, kentucky, usa",Henry David Thoreau: Three Complete Books,Henry David Thoreau,1993,Gramercy Books
TRAIN_012878,USER_01506,BOOK_240768,0,57,"carrollton, kentucky, usa",While I Was Gone,Sue Miller,1999,Ballantine Books
TRAIN_012879,USER_01506,BOOK_242587,0,57,"carrollton, kentucky, usa",Without a Trace (St. Martin's True Crime Library),Marion Collins,2002,St. Martin's True Crime
TRAIN_012880,USER_01506,BOOK_243496,0,57,"carrollton, kentucky, usa",The Next Accident,LISA GARDNER,2002,Bantam
TRAIN_012881,USER_01506,BOOK_244633,10,57,"carrollton, kentucky, usa",Shadows of Evil,Carlton Smith,2001,St. Martin's Paperbacks
TRAIN_012882,USER_01506,BOOK_246360,0,57,"carrollton, kentucky, usa",Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks
TRAIN_012883,USER_01506,BOOK_249525,0,57,"carrollton, kentucky, usa",Moonlight Becomes You,Mary Higgins Clark,1997,Pocket
TRAIN_012884,USER_01506,BOOK_249645,0,57,"carrollton, kentucky, usa",Artemis Fowl: The Arctic Incident - Book #2 (Artemis Fowl (Mass Market)),Eoin Colfer,2004,Miramax Kids
TRAIN_012885,USER_01506,BOOK_249753,0,57,"carrollton, kentucky, usa",Cry Me a River,T. R. Pearson,1994,Henry Holt &amp; Company
TRAIN_012886,USER_01506,BOOK_251272,0,57,"carrollton, kentucky, usa",More Than You Know: A Novel,Beth Gutcheon,2001,Perennial
TRAIN_012887,USER_01506,BOOK_253301,0,57,"carrollton, kentucky, usa",Song of the Road,Dorothy Garlock,2004,Warner Books
TRAIN_012888,USER_01506,BOOK_254222,10,57,"carrollton, kentucky, usa",A Venom in the Blood (Pinnacle True Crime),Eric Hoffmann,1999,Pinnacle Books
TRAIN_012889,USER_01506,BOOK_255942,0,57,"carrollton, kentucky, usa",Peace Like a River,Leif Enger,2002,Grove Press
TRAIN_012890,USER_01506,BOOK_259826,0,57,"carrollton, kentucky, usa","Speaks the Nightbird, Vol. 2: Evil Unveiled",Robert McCammon,2003,Pocket
TRAIN_012891,USER_01506,BOOK_266769,0,57,"carrollton, kentucky, usa",The Last of the Just: A Novel,Andre Schwarz-Bart,2000,Overlook Press
TRAIN_012892,USER_01506,BOOK_267149,0,57,"carrollton, kentucky, usa",Special Forces: A Guided Tour of U.S. Army Special Forces,Tom Clancy,2001,Berkley Publishing Group
TRAIN_012893,USER_01506,BOOK_269217,0,57,"carrollton, kentucky, usa",Act of Betrayal,Edna Buchanan,1997,Warner Books (Mm)
TRAIN_012894,USER_01506,BOOK_269748,0,57,"carrollton, kentucky, usa",Song of the Exile (Ballantine Reader's Circle),Kiana Davenport,2000,Ballantine Books
TRAIN_012895,USER_01507,BOOK_092555,8,35,"tinley park, illinois, usa",Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion
TRAIN_012896,USER_01509,BOOK_051748,0,48,"sunnyvale, california, usa",Baseball: Four Decades of Sports Illustrated's Finest Writing on America's Favorite Pastime (Sports Illustrated Collector's Library),Not Applicable (Na ),1994,Leisure Arts
TRAIN_012897,USER_01510,BOOK_134533,8,35,"cave springs, arkansas, usa",Dawn in Eclipse Bay,Jayne Ann Krentz,2001,Jove Books
TRAIN_012898,USER_01510,BOOK_142676,7,35,"cave springs, arkansas, usa",To Trust a Stranger,Karen Robards,2002,Pocket Star
TRAIN_012899,USER_01510,BOOK_208833,8,35,"cave springs, arkansas, usa",Realm of Shadows,Shannon Drake,2002,Kensington Publishing Corporation
TRAIN_012900,USER_01510,BOOK_228624,7,35,"cave springs, arkansas, usa",Sisters Found,Joan Johnston,2002,Mira
TRAIN_012901,USER_01510,BOOK_235532,9,35,"cave springs, arkansas, usa",Knock Me Off My Feet,Susan Donovan,2002,St. Martin's Paperbacks
TRAIN_012902,USER_01510,BOOK_267891,8,35,"cave springs, arkansas, usa",Eclipse Bay,Jayne Ann Krentz,2000,Jove Books
TRAIN_012903,USER_01511,BOOK_001621,0,35,"riverdale, illinois, usa",Victorian Ghost Stories: An Oxford Anthology,Michael Cox,1991,Oxford University Press
TRAIN_012904,USER_01511,BOOK_005811,0,35,"riverdale, illinois, usa",Star Wars Episode I: The Phantom Menace,Terry Brooks,2000,Del Rey Books
TRAIN_012905,USER_01511,BOOK_006280,0,35,"riverdale, illinois, usa",Practical Magic,Alice Hoffman,1998,Berkley Publishing Group
TRAIN_012906,USER_01511,BOOK_006929,0,35,"riverdale, illinois, usa",Thereby hangs a tale: Stories of curious word origins (Harper colophon books),Charles Earle Funk,1985,Harper &amp; Row
TRAIN_012907,USER_01511,BOOK_007974,5,35,"riverdale, illinois, usa","The Unofficial X-Files Companion: An X-Phile's Guide to the Mysteries, Conspiracies, and Really Strange Truths Behind the Show",Ngaire Genge,1995,Crown Publishing Group (NY)
TRAIN_012908,USER_01511,BOOK_009520,0,35,"riverdale, illinois, usa",Reaching Up for Manhood: Transforming the Lives of Boys in America,Geoffrey Canada,1998,Beacon Press
TRAIN_012909,USER_01511,BOOK_017189,8,35,"riverdale, illinois, usa","Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",Timothy Zahn,1998,Bantam
TRAIN_012910,USER_01511,BOOK_018726,0,35,"riverdale, illinois, usa",The Black Ship,Christopher Rowley,1990,Del Rey Books
TRAIN_012911,USER_01511,BOOK_020113,0,35,"riverdale, illinois, usa",Dancing in the Light,Shirley MacLaine,1986,Bantam Books
TRAIN_012912,USER_01511,BOOK_021243,8,35,"riverdale, illinois, usa",Acorn People,Ron Jones,1982,Bantam Books
TRAIN_012913,USER_01511,BOOK_021364,0,35,"riverdale, illinois, usa",Blanche Cleans Up,Barbara Neely,1999,Penguin Books
TRAIN_012914,USER_01511,BOOK_023576,0,35,"riverdale, illinois, usa","Force Heretic II: Refugee (Star Wars: The New Jedi Order, Book 16)",Sean Williams,2003,Del Rey Books
TRAIN_012915,USER_01511,BOOK_027842,0,35,"riverdale, illinois, usa","Inventive Genius: The History of the Museum of Science and Industry, Chicago",Jay Pridmore,1996,Museum
TRAIN_012916,USER_01511,BOOK_029889,0,35,"riverdale, illinois, usa",The Adventures of Lando Calrissian: Lando Calrissian and the Mindharp of Sharu/Lando Calrissian and the Flamewind of Oseon/Lando Calrissian and the,L. Neil Smith,1994,Del Rey Books
TRAIN_012917,USER_01511,BOOK_030667,0,35,"riverdale, illinois, usa",Urshurak,"and Nichols, Hildebrandt",1979,Bantam Books
TRAIN_012918,USER_01511,BOOK_033582,8,35,"riverdale, illinois, usa",The Continuing Mission,Judith Reeves-Stevens,1997,Star Trek
TRAIN_012919,USER_01511,BOOK_034506,0,35,"riverdale, illinois, usa",The Magician's Nephew (rack) (Narnia),C. S. Lewis,2002,HarperCollins
TRAIN_012920,USER_01511,BOOK_036488,0,35,"riverdale, illinois, usa",A Woman's Place,Marita Golden,1990,Ballantine Books
TRAIN_012921,USER_01511,BOOK_036983,0,35,"riverdale, illinois, usa",The Adventures of Ibn Battuta : A Muslim Traveller of the 14th Century,Ross E. Dunn,1990,University of California Press
TRAIN_012922,USER_01511,BOOK_041451,0,35,"riverdale, illinois, usa",LIFE Legends : The Century's Most Unforgettable Faces,LIFE,1998,Bulfinch
TRAIN_012923,USER_01511,BOOK_041956,10,35,"riverdale, illinois, usa",Juniper Tree (Modern Fiction S.),B. Comyns,1986,Methuen Publishing Ltd
TRAIN_012924,USER_01511,BOOK_048392,6,35,"riverdale, illinois, usa",Transformation: The Breakthrough,Whitley Strieber,1988,William Morrow &amp; Company
TRAIN_012925,USER_01511,BOOK_048663,0,35,"riverdale, illinois, usa","Mutiny on the Enterprise (Star Trek, No 12)",Robert E. Vardeman,1983,Star Trek
TRAIN_012926,USER_01511,BOOK_050247,0,35,"riverdale, illinois, usa",The Other Adonis: A Novel of Reincarnation,Frank Deford,2001,Sourcebooks Landmark
TRAIN_012927,USER_01511,BOOK_051861,9,35,"riverdale, illinois, usa",The Messenger: The Rise and Fall of Elijah Muhammad (Vintage),Karl Evanzz,2001,Vintage Books USA
TRAIN_012928,USER_01511,BOOK_057793,0,35,"riverdale, illinois, usa",Furious Gulf (A Bantam Spectra Book),Gregory Benford,1994,Bantam Dell Pub Group
TRAIN_012929,USER_01511,BOOK_061740,0,35,"riverdale, illinois, usa",Magician: Apprentice (Riftwar Saga),RAYMOND FEIST,1993,Bantam
TRAIN_012930,USER_01511,BOOK_069356,9,35,"riverdale, illinois, usa",The Silver Chair,C. S. Lewis,1970,MacMillan Publishing Company.
TRAIN_012931,USER_01511,BOOK_077876,0,35,"riverdale, illinois, usa","The Stone Monkey : An Alternative, Chinese-Scientific, Reality",Bruce Holbrook,1981,William Morrow
TRAIN_012932,USER_01511,BOOK_086842,0,35,"riverdale, illinois, usa",Ragged Rainbows,Jim Miller,1994,Silhouette
TRAIN_012933,USER_01511,BOOK_092992,0,35,"riverdale, illinois, usa",Coraline,Neil Gaiman,2004,HarperTrophy
TRAIN_012934,USER_01511,BOOK_094277,9,35,"riverdale, illinois, usa",Dune,Frank Herbert,1984,Berkley Publishing Group
TRAIN_012935,USER_01511,BOOK_097906,8,35,"riverdale, illinois, usa","Slim's Table: Race, Respectability, and Masculinity",Mitchell Duneier,1994,University of Chicago Press
TRAIN_012936,USER_01511,BOOK_104072,0,35,"riverdale, illinois, usa","Starfighters of Adumar (Star Wars: X-Wing, Book 9)",Aaron Allston,1999,Spectra Books
TRAIN_012937,USER_01511,BOOK_104382,0,35,"riverdale, illinois, usa",My American Journey,Colin L. Powell,1996,Ballantine Books
TRAIN_012938,USER_01511,BOOK_104529,7,35,"riverdale, illinois, usa",Bushwhacked : Life in George W. Bush's America (Vintage),MOLLY IVINS,2004,Vintage
TRAIN_012939,USER_01511,BOOK_118383,0,35,"riverdale, illinois, usa","A Cavern of Black Ice (Sword of Shadows, Book 1)",J. V. Jones,2000,Aspect
